ticker,factset_ticker,bloomberg_id,isin,company,region,gics_sector,gics_industry,market_cap_usd_m,exposure_latest,materiality_latest,pricing_power_latest,exposure_w1,exposure_w2,exposure_w3,exposure_w4,exposure_w5,materiality_w1,materiality_w2,materiality_w3,materiality_w4,materiality_w5,pricing_power_w1,pricing_power_w2,pricing_power_w3,pricing_power_w4,pricing_power_w5,exposure_delta_1_2,exposure_delta_2_3,exposure_delta_3_4,exposure_delta_4_5,materiality_delta_1_2,materiality_delta_2_3,materiality_delta_3_4,materiality_delta_4_5,pricing_delta_2_3,pricing_delta_3_4,pricing_delta_4_5,materiality_score,pricing_power_score,materiality_trend,alpha_flag
AES.N,AES-US,AES UN,US00130H1059,AES Corp.,North America,Utilities,Utilities,10710.3,Enabler/Adopter,Significant,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Significant,Significant,Significant,Significant,,High,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,3.0,3,1.0,1
6525.T,6525-JP,6525 JP,JP3293330001,KOKUSAI ELECTRIC,Japan,Information Technology,Semiconductors & Semiconductor Equipment,10311.451,Enabler/Adopter,Significant,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
017670.KS,017670-KR,017670 KP,KR7017670001,SK Telecom Co Ltd,Asia/Pacific,Communication Services,Telecommunication Services,10291.431,Enabler/Adopter,Significant,Neutral,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
SPGI.N,SPGI-US,SPGI UN,US78409V1044,S&P Global Inc,North America,Financials,Financial Services,160386.34,Enabler/Adopter,Significant,High,Adopter,Enabler/Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Moderate,Insignificant,Significant,Significant,,High ,Neutral,High,High,Up,Down,Up,Same,Down,Down,Up,Same,Down,Up,Same,3.0,3,-1.0,1
688036.SS,688036-CN,688036 CG,CNE100003P74,Shenzhen Transsion Holdings Co Ltd,Asia/Pacific,Information Technology,Technology Hardware & Equipment,10028.059,Enabler/Adopter,Significant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
0285.HK,285-HK,285 HK,HK0285041858,BYD Electronics,Asia/Pacific,Information Technology,Technology Hardware & Equipment,9937.488,Enabler/Adopter,Significant,Neutral,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,3.0,2,1.0,0
018260.KS,018260-KR,018260 KP,KR7018260000,Samsung SDS,Asia/Pacific,Information Technology,Software & Services,9600.297,Enabler/Adopter,Significant,Neutral,Don't Know,Don't Know,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Insignificant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,3.0,2,1.0,0
002236.SZ,002236-CN,002236 CS,CNE100000BJ4,Dahua Technology Co. Ltd.,Asia/Pacific,Information Technology,Technology Hardware & Equipment,9096.12,Enabler/Adopter,Significant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
PLTR.O,PLTR-US,PLTR US,US69608A1088,Palantir Technologies Inc.,North America,Information Technology,Software & Services,361930.06,Enabler/Adopter,Core to Thesis,High,,,,Enabler/Adopter,Enabler/Adopter,,,,Core to Thesis,Core to Thesis,,,,High,High,,,,Same,,,,Same,,,Same,4.0,3,0.0,1
5838.T,5838-JP,5838 JP,JP3967220009,Rakuten Bank,Japan,Financials,Banks,8116.667,Enabler/Adopter,Significant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Up,Same,Same,Same,Same,3.0,2,1.0,0
4478.T,4478-JP,4478 JT,JP3826520003,freee,Japan,Information Technology,Software & Services,1059.1235,Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,2.0,2,0.0,0
300454.SZ,300454-CN,300454 CS,CNE1000033T1,Sangfor Technologies Inc,Asia/Pacific,Information Technology,Software & Services,10140.724,Enabler/Adopter,Significant,Neutral,Adopter,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
603486.SS,603486-CN,603486 CH,CNE1000031N8,Ecovacs Robotics Co Ltd,Asia/Pacific,Consumer Discretionary,Consumer Durables & Apparel,6177.6377,Enabler/Adopter,Significant,High,Adopter,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Significant,Significant,,High ,High,High,High,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,Same,3.0,3,1.0,1
688169.SS,688169-CN,688169 CH,CNE100003R80,Beijing Roborock Technology Co Ltd,Asia/Pacific,Consumer Discretionary,Consumer Durables & Apparel,5398.086,Enabler/Adopter,Significant,High,Adopter,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Significant,Significant,,High ,High,High,High,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,Same,3.0,3,1.0,1
DOCN.N,DOCN-US,DOCN UN,US25402D1028,DigitalOcean Holdings Inc,North America,Information Technology,Software & Services,5133.987,Enabler/Adopter,Significant,Neutral,Enabler,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
002405.SZ,002405-CN,002405 CS,CNE100000P69,NavInfo Co Ltd,Asia/Pacific,Information Technology,Software & Services,3561.7266,Adopter,Insignificant,Neutral,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
NEKG.DE,NEM-DE,NEM GY,DE0006452907,Nemetschek SE,Europe,Information Technology,Software & Services,10165.605,Enabler/Adopter,Significant,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Significant,,High ,High,High,High,Up,Same,Same,Same,Same,Same,Same,Up,Same,Same,Same,3.0,3,1.0,1
CRM.N,CRM-US,CRM UN,US79466L3024,"Salesforce, Inc.",North America,Information Technology,Software & Services,201663.36,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
S.N,S-US,S UN,US81730H1095,"SentinelOne, Inc.",North America,Information Technology,Software & Services,4780.2964,Enabler/Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Down,Same,Same,Same,Same,Same,1.0,2,-1.0,0
7729.T,7729-JP,7729 JT,JP3580200008,Tokyo Seimitsu,Japan,Information Technology,Semiconductors & Semiconductor Equipment,3728.9019,Enabler/Adopter,Significant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
ADBE.O,ADBE-US,ADBE US,US00724F1012,Adobe Inc.,North America,Information Technology,Software & Services,120451.445,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,4.0,3,0.0,1
6060.HK,6060-HK,6060 HK,CNE100002QY7,ZhongAn Online P & C Insurance Co Ltd,Asia/Pacific,Financials,Insurance,3665.681,Enabler/Adopter,Significant,Neutral,Enabler,Enabler,Protected,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Insignificant,Significant,Significant,,High ,Neutral,High,Neutral,Same,Down,Up,Same,Same,Down,Up,Same,Down,Up,Down,3.0,2,0.0,0
INTU.O,INTU-US,INTU US,US4612021034,Intuit,North America,Information Technology,Software & Services,140084.47,Enabler/Adopter,Moderate,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Same,Down,Same,Same,Same,Same,Same,2.0,3,-1.0,0
6728.T,6728-JP,6728 JP,JP3126190002,Ulvac,Japan,Information Technology,Semiconductors & Semiconductor Equipment,2646.2722,Enabler/Adopter,Significant,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Moderate,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Up,Same,Same,Same,Same,Same,3.0,2,1.0,0
GTM.O,GTM-US,GTM US,US98980F1049,ZoomInfo Technologies Inc,North America,Communication Services,Media & Entertainment,2569.7515,Enabler/Adopter,Significant,Neutral,Enabler/Adopter,Wildcard,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Down,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,3.0,2,1.0,0
IOT.N,IOT-US,IOT UN,US79589L1061,Samsara Inc,North America,Information Technology,Software & Services,16785.047,Enabler/Adopter,Moderate,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,2.0,3,0.0,0
6526.T,6526-JP,6526 JP,JP3433500000,Socionext,Japan,Information Technology,Semiconductors & Semiconductor Equipment,2342.8315,Enabler/Adopter,Significant,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
6754.T,6754-JP,6754 JP,JP3128800004,Anritsu,Japan,Information Technology,Technology Hardware & Equipment,1983.5223,Enabler/Adopter,Significant,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
6890.T,6890-JP,6890 JP,JP3802720007,Ferrotec,Japan,Information Technology,Semiconductors & Semiconductor Equipment,1964.4329,Enabler/Adopter,Significant,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Moderate,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Up,Same,Same,Same,Same,Same,3.0,2,1.0,0
6925.T,6925-JP,6925 JP,JP3156400008,Ushio,Japan,Industrials,Capital Goods,1508.8882,Enabler/Adopter,Significant,Low,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Moderate,Moderate,Significant,Significant,,Neutral,Low,Low,Low,,Same,Same,Same,,Same,Up,Same,Down,Same,Same,3.0,1,1.0,0
6315.T,6315-JP,6315 JP,JP3555700008,Towa,Japan,Information Technology,Semiconductors & Semiconductor Equipment,1507.062,Enabler/Adopter,Significant,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Core to Thesis,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Down,Same,Same,Same,Same,Same,3.0,2,-1.0,0
NOW.N,NOW-US,NOW UN,US81762P1021,ServiceNow Inc,North America,Information Technology,Software & Services,121144.73,Enabler/Adopter,Core to Thesis,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,4.0,3,1.0,1
DTL.AX,DTL-AU,DTL AU,AU000000DTL4,Data#3 Limited,Asia/Pacific,Information Technology,Software & Services,1057.4725,Enabler/Adopter,Significant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,3.0,2,1.0,0
SDGR.O,SDGR-US,SDGR US,US80810D1037,Schrodinger Inc.,North America,Health Care,Health Care Equipment & Services,1054.4388,Enabler/Adopter,Significant,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,3.0,3,0.0,1
WDAY.O,WDAY-US,WDAY US,US98138H1014,Workday Inc,North America,Information Technology,Software & Services,46182.027,Enabler/Adopter,Significant,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Significant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Up,Same,Same,Same,3.0,3,1.0,1
4971.T,4971-JP,4971 JP,JP3920890005,MEC,Japan,Materials,Materials,646.3872,Enabler/Adopter,Significant,Neutral,,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Moderate,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Up,Same,Same,,Up,Same,Same,Same,Same,Same,3.0,2,1.0,0
TEAM.O,TEAM-US,TEAM US,US0494681010,Atlassian Corporation PLC,North America,Information Technology,Software & Services,31695.813,Enabler/Adopter,Significant,High,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Significant,Significant,Significant,Significant,,High,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,3.0,3,1.0,1
7917.T,7917-JP,7917 JP,JP3821000001,ZACROS,Japan,Materials,Materials,544.02313,Enabler/Adopter,Significant,Neutral,,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,,Moderate,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Up,Same,Same,Same,Same,Same,3.0,2,1.0,0
FERG.L,FERG-US,FERG LN,US31488V1070,Ferguson Enterprises Inc,North America,Industrials,Capital Goods,50233.61,Enabler/Adopter,Insignificant,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
TLMM.KL,4863-MY,T MK,MYL4863OO006,Telekom Malaysia BHD,Asia/Pacific,Communication Services,Telecommunication Services,7690.137,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
MXSC.KL,6012-MY,MAXIS MK,MYL6012OO008,Maxis Berhad,Asia/Pacific,Communication Services,Telecommunication Services,7560.7773,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
600699.SS,600699-CN,600699 CG,CNE000000DJ1,Ningbo Joyson Electronic Corp,Asia/Pacific,Consumer Discretionary,Automobiles & Components,5610.616,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
0425.HK,425-HK,425 HK,KYG6145U1094,Minth Group Limited,Asia/Pacific,Consumer Discretionary,Automobiles & Components,5503.984,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
603596.SS,603596-CN,603596 CH,CNE1000030Y7,Bethel Automotive Safety Systems Co Ltd,Asia/Pacific,Consumer Discretionary,Automobiles & Components,4509.735,Enabler/Adopter,Moderate,Neutral,,Protected,Protected,Protected,Enabler/Adopter,,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Up,,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
603305.SS,603305-CN,603305 CH,CNE100002RQ1,Ningbo Xusheng Group Co Ltd,Asia/Pacific,Consumer Discretionary,Automobiles & Components,3005.3203,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
688800.SS,688800-CN,688800 CH,CNE100004P32,Suzhou Recodeal Interconnect System,Asia/Pacific,Industrials,Capital Goods,2590.7002,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
1316.HK,1316-HK,1316 HK,KYG6501M1050,Nexteer Automotive Group,Asia/Pacific,Consumer Discretionary,Automobiles & Components,2157.8992,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
1536.TW,1536-TW,1536 TT,TW0001536001,Hota Industrial Mfg.,Asia/Pacific,Consumer Discretionary,Automobiles & Components,557.51666,Enabler/Adopter,Moderate,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
4551.TW,4551-TW,4551 TT,TW0004551007,Global PMX Co Ltd,Asia/Pacific,Consumer Discretionary,Automobiles & Components,431.0808,Enabler/Adopter,Core to Thesis,Neutral,Protected,Protected,Protected,Protected,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,4.0,2,1.0,0
RIVN.O,RIVN-US,RIVN US,US76954A1034,"Rivian Automotive, Inc.",North America,Consumer Discretionary,Automobiles & Components,18598.42,Enabler/Adopter,Significant,Low,Wildcard,Wildcard,Wildcard,Wildcard,Enabler/Adopter,Don't Know,Don't Know,Moderate,Moderate,Significant,,Neutral,Neutral,Neutral,Low,Same,Same,Same,Up,Same,Up,Same,Up,Same,Same,Down,3.0,1,2.0,0
APTV.N,APTV-US,APTV UN,JE00BTDN8H13,Aptiv Plc,North America,Consumer Discretionary,Automobiles & Components,17070.795,Enabler/Adopter,Moderate,Low,Wildcard,Wildcard,Wildcard,Wildcard,Enabler/Adopter,Don't Know,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Low,Low,Same,Same,Same,Up,Down,Same,Same,Up,Same,Down,Same,2.0,1,2.0,0
LCID.O,LCID-US,LCID US,US5494982029,Lucid Group Inc,North America,Consumer Discretionary,Automobiles & Components,3672.778,Enabler/Adopter,Moderate,Low,Wildcard,Wildcard,Wildcard,Wildcard,Enabler/Adopter,Don't Know,Don't Know,Don't Know,Don't Know,Moderate,,Neutral,Neutral,Neutral,Low,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Down,2.0,1,1.0,0
SAPG.DE,SAP-DE,SAP GY,DE0007164600,SAP SE,Europe,Information Technology,Software & Services,223600.08,Enabler/Adopter,Core to Thesis,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Significant,Significant,Significant,Core to Thesis,Core to Thesis,,High ,High,High,High,Up,Same,Same,Same,Same,Same,Up,Same,Same,Same,Same,4.0,3,1.0,1
DAST.PA,DSY-FR,DSY FP,FR0014003TT8,Dassault Systemes SA,Europe,Information Technology,Software & Services,35979.89,Enabler/Adopter,Moderate,High,Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,2.0,3,0.0,0
COUR.N,COUR-US,COUR UN,US22266M1045,"Coursera, Inc.",North America,Consumer Discretionary,Consumer Services,1018.806,Enabler/Adopter,Significant,Low,Wildcard,Enabler/Adopter,Wildcard,Wildcard,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Low,Low,Low,Up,Down,Same,Up,Same,Same,Same,Same,Down,Same,Same,3.0,1,0.0,0
UDMY.O,UDMY-US,UDMY US,US9026851066,Udemy Inc,North America,Consumer Discretionary,Consumer Services,713.3186,Enabler/Adopter,Significant,Low,Wildcard,Enabler/Adopter,Wildcard,Wildcard,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Low,Low,Low,Up,Down,Same,Up,Same,Same,Same,Same,Down,Same,Same,3.0,1,0.0,0
GLF.AX,GLF-AU,GLF AU,AU0000402562,GemLife Communities Group,Asia/Pacific,Real Estate,Real Estate Management & Development,,Enabler/Adopter,Insignificant,Neutral,,,,,Enabler/Adopter,,,,,Insignificant,,,,,Neutral,,,,,,,,,,,,1.0,2,,0
3750.HK,3750-HK,3750 HK,CNE100006WS8,Contemporary Amperex Technology Co. Ltd.,Asia/Pacific,Industrials,Capital Goods,277218.06,Enabler/Adopter,Significant,High,,,,,Enabler/Adopter,,,,,Significant,,,,,High,,,,,,,,,,,,3.0,3,,1
DHR.N,DHR-US,DHR US,US2358511028,Danaher Corporation,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,155249.38,Enabler/Adopter,Moderate,High,,,,,Enabler/Adopter,,,,,Moderate,,,,,High,,,,,,,,,,,,2.0,3,,0
4063.T,4063-JP,4063 JT,JP3371200001,Shin-Etsu Chemical,Japan,Materials,Materials,60167.797,Enabler/Adopter,Moderate,Neutral,,,,,Enabler/Adopter,,,,,Moderate,,,,,Neutral,,,,,,,,,,,,2.0,2,,0
012450.KS,012450-KR,012450 KS,KR7012450003,Hanwha Aerospace,Asia/Pacific,Industrials,Capital Goods,46899.535,Enabler/Adopter,Moderate,Neutral,,,,,Enabler/Adopter,,,,,Moderate,,,,,Neutral,,,,,,,,,,,,2.0,2,,0
KOG.OL,KOG-NO,KOG NO,NO0013536151,Kongsberg Gruppen ASA,Europe,Industrials,Capital Goods,29530.871,Enabler/Adopter,Moderate,Neutral,,,,,Enabler/Adopter,,,,,Moderate,,,,,Neutral,,,,,,,,,,,,2.0,2,,0
034020.KS,034020-KR,034020 KS,KR7034020008,Doosan Enerbility,Asia/Pacific,Industrials,Capital Goods,42215.633,Enabler/Adopter,Significant,Neutral,,,,,Enabler/Adopter,,,,,Significant,,,,,Neutral,,,,,,,,,,,,3.0,2,,0
A.N,A-US,A Us,US00846U1016,"Agilent Technologies, Inc.",North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,37722.605,Enabler/Adopter,Moderate,High,,,,,Enabler/Adopter,,,,,Moderate,,,,,High,,,,,,,,,,,,2.0,3,,0
6981.T,6981-JP,6981 JT,JP3914400001,Murata Manufacturing,Japan,Information Technology,Technology Hardware & Equipment,37502.45,Enabler/Adopter,Significant,Neutral,,,,,Enabler/Adopter,,,,,Significant,,,,,Neutral,,,,,,,,,,,,3.0,2,,0
6762.T,6762-JP,6762 JT,JP3538800008,TDK,Japan,Information Technology,Technology Hardware & Equipment,24103.926,Enabler/Adopter,Core to Thesis,Neutral,,,,,Enabler/Adopter,,,,,Core to Thesis,,,,,Neutral,,,,,,,,,,,,4.0,2,,0
WAT.N,WAT-US,WAT UN,US9418481035,Waters Corporation,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,22332.59,Enabler/Adopter,Moderate,High,,,,,Enabler/Adopter,,,,,Moderate,,,,,High,,,,,,,,,,,,2.0,3,,0
6971.T,6971-JP,6971 JT,JP3249600002,Kyocera,Japan,Information Technology,Technology Hardware & Equipment,20531.625,Enabler/Adopter,Moderate,Neutral,,,,,Enabler/Adopter,,,,,Moderate,,,,,Neutral,,,,,,,,,,,,2.0,2,,0
6594.T,6594-JP,6594 JT,JP3734800000,Nidec,Japan,Industrials,Capital Goods,16425.693,Enabler/Adopter,Moderate,Neutral,,,,,Enabler/Adopter,,,,,Moderate,,,,,Neutral,,,,,,,,,,,,2.0,2,,0
4062.T,4062-JP,4062 JT,JP3148800000,Ibiden,Japan,Information Technology,Technology Hardware & Equipment,15086.474,Enabler/Adopter,Significant,Neutral,,,,,Enabler/Adopter,,,,,Significant,,,,,Neutral,,,,,,,,,,,,3.0,2,,0
TEMN.S,TEMN-CH,TEMN SE,CH0012453913,Temenos Group AG,Europe,Information Technology,Software & Services,6152.478,Enabler/Adopter,Moderate,High,Protected,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Insignificant,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Up,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,2.0,3,1.0,0
